,word,id,next_id
3523,55,1.00088,2.0004686
3524,mom,3.0002898,1.00088
3525,"dad,”",2.0004963,3.0002898
3526,famous.,3.0002895,2.0004963
3527,You’re,2.0004292,3.0002895
3528,famous.”,1.001176,2.0004292
3529,“What?,2.0004628,1.001176
3530,dad,7.0001305,2.0004628
3531,they?”,7.0001409,7.0001305
3532,fixing,1.0011869,7.0001409
3533,bewildered,1.0008646,1.0011869
3534,stare.,2.0003454,1.0008646
3535,are?”,1.0007748,2.0003454
3536,voice.,22.0000457,1.0007748
3537,“Stop!”,1.0005649,22.0000457
3538,commanded.,1.0011283,1.0005649
3539,“Stop,4.0002276,1.0011283
3540,sir!,1.0006864,4.0002276
3541,forbid,2.0003809,1.0006864
3542,anything!”,1.0007835,2.0003809
3543,braver,3.0002619,1.0007835
3544,quailed,1.0005102,3.0002619
3545,him;,3.0003295,1.0005102
3546,"spoke,",2.0003563,3.0003295
3547,syllable,1.0007357,2.0003563
3548,rage.,2.0003716,1.0007357
3549,him?,5.0001703,2.0003716
3550,Never,5.00018,5.0001703
3551,there!,2.0004364,5.00018
3552,Dursley!,1.0009626,2.0004364
3553,years?”,1.0005597,1.0009626
3554,“Kept,2.0004653,1.0005597
3555,eagerly.,4.0002117,2.0004653
3556,“STOP!,1.0005742,4.0002117
3557,FORBID,1.0009525,1.0005742
3558,YOU!”,1.000762,1.0009525
3559,panic.,3.000277,1.000762
3560,gasp,1.0011653,3.000277
3561,boil,1.0008574,1.0011653
3562,"heads,",2.000355,1.0008574
3563,"yeh,”",1.0005581,2.000355
3564,wizard.”,2.0004707,1.0005581
3565,whistling,2.0004725,2.0004707
3566,heard.,3.0003229,2.0004725
3567,56,1.0008799,3.0003229
3568,gasped,4.0002168,1.0008799
3569,"wizard,",9.0001008,4.0002168
3570,"course,”",2.0004862,9.0001008
3571,groaned,2.0003417,2.0004862
3572,sank,5.0001786,2.0003417
3573,"lower,",2.0003726,5.0001786
3574,“an’,1.0005842,2.0003726
3575,thumpin’,1.0006888,1.0005842
3576,"good’un,",1.0011583,1.0006888
3577,trained,1.0006452,1.0011583
3578,bit.,2.0004489,1.0006452
3579,mum,4.0002314,2.0004489
3580,"yours,",3.0002621,4.0002314
3581,be?,2.0004448,3.0002621
3582,reckon,5.000192,2.0004448
3583,"Floor,",1.0009744,5.000192
3584,"Hut-on-the-Rock,",1.0009313,1.0009744
3585,Sea.,1.0007875,1.0009313
3586,read:,4.0002476,1.0007875
3587,HOGWARTS,3.0002665,4.0002476
3588,SCHOOL,2.0004761,3.0002665
3589,o/WITCHCRAFT,2.0003583,2.0004761
3590,WIZARDRY,2.0004268,2.0003583
3591,Headmaster:,1.0009702,2.0004268
3592,ALBUS,3.0002744,1.0009702
3593,DUMBLEDORE,3.0002912,3.0002744
3594,(Order,1.0009059,3.0002912
3595,"Merlin,",1.0009276,1.0009059
3596,First,1.0009553,1.0009276
3597,"Class,",1.000888,1.0009553
3598,Grand,1.0009754,1.000888
3599,"Sore.,",1.0008088,1.0009754
3600,Chf.,1.0008887,1.0008088
3601,"Warlock,",1.0007659,1.0008887
3602,Supreme,1.0008125,1.0007659
3603,"Mugwump,",1.0009507,1.0008125
3604,International,1.0009357,1.0009507
3605,Confed.,1.0008868,1.0009357
3606,Wizards),1.0007703,1.0008868
3607,Dear,4.0002431,1.0007703
3608,pleased,14.000069,4.0002431
3609,inform,1.0009919,14.000069
3610,School,1.0007869,1.0009919
3611,Witchcraft,1.0007707,1.0007869
3612,Wizardry.,2.0004303,1.0007707
3613,Please,4.0002321,2.0004303
3614,enclosed,1.0011801,4.0002321
3615,list,6.0001527,1.0011801
3616,necessary,1.0010459,6.0001527
3617,equipment.,1.0011827,1.0010459
3618,Term,1.0008031,1.0011827
3619,begins,1.0008473,1.0008031
3620,1.,1.0009033,1.0008473
3621,await,2.00042,1.0009033
3622,July,1.0009358,2.00042
3623,31.,1.0009138,1.0009358
3624,Yours,1.0007609,1.0009138
3625,"sincerely,",1.000694,1.0007609
3626,Minerva,1.0009473,1.000694
3627,Deputy,1.0009586,1.0009473
3628,Headmistress,1.0009701,1.0009586
3629,57,1.0008798,1.0009701
3630,Questions,1.0007967,1.0008798
3631,exploded,3.0002869,1.0007967
3632,fireworks,1.0011949,3.0002869
3633,decide,3.000281,1.0011949
3634,"stammered,",1.0005228,3.000281
3635,owl?”,2.0003457,1.0005228
3636,“Gallopin’,1.0006058,2.0003457
3637,"Gorgons,",1.000976,1.0006058
3638,reminds,3.0003051,1.000976
3639,cart,9.000108,3.0003051
3640,"horse,",1.0010199,9.000108
3641,yet,12.0000785,1.0010199
3642,"real,",1.0005587,12.0000785
3643,"live,",4.0002302,1.0005587
3644,ruffled-looking,1.0007064,4.0002302
3645,"quill,",2.0003687,1.0007064
3646,roll,7.0001361,2.0003687
3647,parchment.,3.0002796,7.0001361
3648,tongue,2.0004494,3.0002796
3649,teeth,6.0001634,2.0004494
3650,scribbled,3.0003284,6.0001634
3651,note,14.0000699,3.0003284
3652,upside,1.0007332,14.0000699
3653,down:,1.0010921,1.0007332
3654,Given,1.0009766,1.0010921
3655,Taking,1.0008104,1.0009766
3656,tomorrow.,3.0003294,1.0008104
3657,Weather’s,1.0007668,3.0003294
3658,horrible.,1.0010219,1.0007668
3659,Hope,1.0009336,1.0010219
3660,well.,5.0001996,1.0009336
3661,"note,",4.0002259,5.0001996
3662,"owl,",4.0002371,4.0002259
3663,clamped,2.0005022,4.0002371
3664,"beak,",1.0008518,2.0005022
3665,storm.,2.0005008,1.0008518
3666,telephone.,1.0006931,2.0005008
3667,I?”,4.000248,1.0006931
3668,ashen-faced,1.0007761,4.000248
3669,"angry,",2.0004136,1.0007761
3670,firelight.,1.0011955,2.0004136
3671,“He’s,19.0000504,1.0011955
3672,"going,”",1.0011573,19.0000504
3673,grunted.,1.0010141,1.0011573
3674,58,1.0008797,1.0010141
3675,interested.,1.0009898,1.0008797
3676,"Muggle,”",1.0009446,1.0009898
3677,“it’s,6.0001646,1.0009446
3678,nonmagic,1.0010344,6.0001646
3679,folk,3.0002557,1.0010344
3680,luck,3.0002632,3.0002557
3681,on.”,9.0001111,3.0002632
3682,swore,2.0005032,9.0001111
3683,"rubbish,”",2.000344,2.0005032
3684,“swore,1.0005885,2.000344
3685,Wizard,4.0002474,1.0005885
3686,indeed!”,1.0009889,4.0002474
3687,knew?”,1.0009993,1.0009889
3688,wizard?”,1.0005423,1.0009993
3689,“Knew!”,1.0006047,1.0005423
3690,shrieked,5.0001817,1.0006047
3691,“Knew\,1.000605,5.0001817
3692,knew!,1.001001,1.000605
3693,dratted,1.0011115,1.001001
3694,was?,1.0007266,1.0011115
3695,frog,2.0003803,1.0007266
3696,"spawn,",1.0007079,2.0003803
3697,teacups,1.0006401,1.0007079
3698,rats.,1.0005636,1.0006401
3699,freak!,1.0011441,1.0005636
3700,oh,8.0001199,1.0011441
3701,witch,10.0000971,8.0001199
3702,family!”,2.0004078,10.0000971
3703,draw,1.0011114,2.0004078
3704,breath,6.0001577,1.0011114
3705,ranting,1.00055,6.0001577
3706,wanting,8.0001213,1.00055
3707,“Then,4.0002457,8.0001213
3708,married,1.0010658,4.0002457
3709,"strange,",2.0005037,1.0010658
3710,abnormal,1.0007605,2.0005037
3711,"please,",4.000236,1.0007605
3712,herself,6.0001568,4.000236
3713,blown,3.0003212,6.0001568
3714,you!”,5.0001875,3.0003212
3715,59,1.0008796,5.0001875
3716,white.,3.0003087,1.0008796
3717,“Blown,2.0004577,3.0003087
3718,up?,2.0004289,2.0004577
3719,crash!”,1.0011207,2.0004289
3720,“CAR,1.0005107,1.0011207
3721,CRASH!”,1.0008828,1.0005107
3722,scuttled,2.000347,1.0008828
3723,corner.,3.0002921,2.000347
3724,outrage!,1.001058,3.0002921
3725,scandal!,1.0007535,1.001058
3726,knowin’,3.0003049,1.0007535
3727,kid,5.0001843,3.0003049
3728,why?,1.0007225,5.0001843
3729,happened?”,3.0003007,1.0007225
3730,urgently.,2.0004272,3.0003007
3731,faded,8.0001209,2.0004272
3732,anxious.,1.0007842,8.0001209
3733,expected,8.000117,1.0007842
3734,"this,”",5.0001892,8.000117
3735,"idea,",2.0003358,5.0001892
3736,know.,5.0001855,2.0003358
3737,"Ah,",1.0008737,5.0001855
3738,someone’s,2.0003961,1.0008737
3739,gotta,7.0001403,2.0003961
3740,knowin’.”,1.0009994,7.0001403
3741,"everythin’,",1.0011825,1.0009994
3742,"myst’ry,",2.0003978,1.0011825
3743,parts,1.0007863,2.0003978
3744,"seconds,",6.0001671,1.0007863
3745,"begins,",1.0008472,6.0001671
3746,"suppose,",2.0004978,1.0008472
3747,incredible,1.0009869,2.0004978
3748,“Who?”,2.0004626,1.0009869
3749,“Well,15.0000641,2.0004626
3750,sayin’,3.000331,15.0000641
3751,does.”,2.0003545,3.000331
3752,“Why,14.0000697,2.0003545
3753,not?”,3.0002758,14.0000697
3754,60,1.0008794,3.0002758
3755,“Gulpin’,1.0006118,1.0008794
3756,"gargoyles,",1.0011655,1.0006118
3757,scared.,1.0007343,1.0011655
3758,"Blimey,",2.000465,1.0007343
3759,difficult.,3.00028,2.000465
3760,"See,",2.0004728,3.00028
3761,wizard,24.0000419,2.0004728
3762,Worse.,1.0007695,24.0000419
3763,Worse,1.0007696,1.0007695
3764,worse.,2.0004839,1.0007696
3765,"gulped,",1.0010191,2.0004839
3766,down?”,2.0003494,1.0010191
3767,“Nah,1.0006272,2.0003494
3768,spell,10.0000942,1.0006272
3769,shuddered.,2.0003711,10.0000942
3770,“Don’,7.0001411,2.0003711
3771,"Anyway,",6.0001432,7.0001411
3772,ago,2.0004162,6.0001432
3773,lookin’,3.0002679,2.0004162
3774,followers.,1.0011527,3.0002679
3775,"’em,",3.000268,1.0011527
3776,"afraid,",2.0004223,3.000268
3777,"power,",5.0001871,2.0004223
3778,’cause,5.0001873,5.0001871
3779,right.,4.0002352,5.0001873
3780,Dark,17.0000562,4.0002352
3781,"days,",4.0002223,17.0000562
3782,"trust,",1.0006564,4.0002223
3783,friendly,3.0003249,1.0006564
3784,wizards,7.0001335,3.0003249
3785,witches,7.0001346,7.0001335
3786,happened.,5.0001708,7.0001346
3787,takin’,3.0002872,5.0001708
3788,"’Course,",3.0002675,3.0002872
3789,’em.,2.0004678,3.0002675
3790,Horribly.,1.0009332,2.0004678
3791,safe,14.0000692,1.0009332
3792,places,2.0003588,14.0000692
3793,Hogwarts.,7.0001322,2.0003588
3794,Reckon,1.0007988,7.0001322
3795,afraid,7.0001384,1.0007988
3796,of.,2.0003575,7.0001384
3797,anyway.,4.0002146,2.0003575
3798,"“Now,",16.0000614,4.0002146
3799,Head,5.0001896,16.0000614
3800,girl,6.0001529,5.0001896
3801,day!,1.0011302,6.0001529
3802,Suppose,1.0008126,1.0011302
3803,myst’ry,2.0003977,1.0008126
3804,You-Know-,3.0003216,2.0003977
3805,side,19.0000512,3.0003216
3806,anythin’,8.0001211,19.0000512
3807,Side.,1.0007916,8.0001211
3808,“Maybe,3.0002923,1.0007916
3809,outta,10.0000981,3.0002923
3810,"is,",10.0000989,10.0000981
3811,village,2.000427,10.0000989
3812,"living,",1.0010685,2.000427
3813,Halloween,7.0001371,1.0010685
3814,ago.,3.0003198,7.0001371
3815,old.,1.0010552,3.0003198
3816,"dirty,",1.0011005,1.0010552
3817,foghorn.,1.0011705,1.0011005
3818,61,1.0008793,1.0011705
3819,sad,1.0007498,1.0008793
3820,nicer,2.0003404,1.0007498
3821,anyway,3.000312,2.0003404
3822,“You-Know-Who,1.0005831,3.000312
3823,Wanted,1.0007673,1.0005831
3824,job,6.00015,1.0007673
3825,killin’,2.0003771,6.00015
3826,then.,2.0004365,2.0003771
3827,mark,4.0002261,2.0004365
3828,forehead?,1.0011512,4.0002261
3829,ordinary,9.0001066,1.0011512
3830,cut.,1.0011406,9.0001066
3831,That’s,10.0000922,1.0011406
3832,"powerful,",2.0003948,10.0000922
3833,evil,4.0002038,2.0003948
3834,curse,3.00027,4.0002038
3835,touches,2.0004452,3.00027
3836,"McKinnons,",1.0009281,2.0004452
3837,"Bones,",1.0008935,1.0009281
3838,Prewetts,1.0007934,1.0008935
3839,lived.”,1.001069,1.0007934
3840,painful,2.0003538,1.001069
3841,"close,",2.0004974,2.0003538
3842,remembered,9.0001019,2.0004974
3843,"else,",5.000173,9.0001019
3844,life:,1.000997,5.000173
3845,"high,",7.0001354,1.000997
3846,cruel,1.0011372,7.0001354
3847,sadly.,1.0007499,1.0011372
3848,“Took,1.0005691,1.0007499
3849,ruined,2.0003331,1.0005691
3850,"myself,",2.0003974,2.0003331
3851,orders.,1.0010594,2.0003974
3852,Brought,1.0008848,1.0010594
3853,“Load,1.000603,1.0008848
3854,"tosh,”",1.0006399,1.000603
3855,jumped;,1.0009847,1.0006399
3856,courage.,2.0005076,1.0009847
3857,glaring,3.0003172,2.0005076
3858,fists,2.000377,3.0003172
3859,clenched.,1.0008326,2.000377
3860,"boy,”",2.0004355,1.0008326
3861,"snarled,",1.0006687,2.0004355
3862,accept,2.0004273,1.0006687
3863,there’s,21.000048,2.0004273
3864,62,1.0008765,21.000048
3865,beating,2.0004408,1.0008765
3866,cured,1.0011422,2.0004408
3867,"parents,",3.0002793,1.0011422
3868,"weirdos,",1.0006972,3.0002793
3869,denying,1.0011157,1.0006972
3870,world’s,1.0005451,1.0011157
3871,"got,",1.0011604,1.0005451
3872,wizarding,5.0001834,1.0011604
3873,types,1.0006521,5.0001834
3874,battered,2.0004443,1.0006521
3875,umbrella,7.0001317,2.0004443
3876,coat.,4.0002134,7.0001317
3877,Pointing,1.0009236,4.0002134
3878,"sword,",1.0007385,1.0009236
3879,danger,1.0011324,1.0007385
3880,speared,1.000696,1.0011324
3881,bearded,1.000848,1.000696
3882,courage,1.0011223,1.000848
3883,failed,3.0002877,1.0011223
3884,again;,1.0007635,3.0002877
3885,flattened,1.0011845,1.0007635
3886,silent.,5.0001922,1.0011845
3887,"better,”",1.0008649,5.0001922
3888,breathing,5.0001885,1.0008649
3889,"ask,",1.0007778,5.0001885
3890,"Vol-,",4.0002462,1.0007778
3891,Know-Who?”,1.0009346,4.0002462
3892,"question,",1.0005123,1.0009346
3893,Disappeared.,1.0009597,1.0005123
3894,Vanished.,1.0008041,1.0009597
3895,Same,1.0007886,1.0008041
3896,Makes,1.0009297,1.0007886
3897,powerful,9.0001083,1.0009297
3898,why’d,1.0007246,9.0001083
3899,go?,2.000413,1.0007246
3900,“Some,3.000271,2.000413
3901,"Codswallop,",2.0004534,3.000271
3902,opinion.,2.0003625,2.0004534
3903,Dunno,2.000451,2.0003625
3904,human,6.0001462,2.000451
3905,die.,2.0004918,6.0001462
3906,Some,5.0001774,2.0004918
3907,bidin’,1.0008637,5.0001774
3908,"like,",1.0009961,1.0008637
3909,63,1.0008755,1.0009961
3910,ours.,1.0010585,1.0008755
3911,kinda,1.0009921,1.0010585
3912,trances.,1.0006437,1.0009921
3913,Don’,1.0009644,1.0006437
3914,could’ve,3.0002948,1.0009644
3915,cornin’,1.0011162,3.0002948
3916,powers.,2.0003945,1.0011162
3917,Too,3.0003133,2.0003945
3918,weak,5.000179,3.0003133
3919,carry,5.0001908,5.000179
3920,’Cause,1.0005494,5.0001908
3921,somethin’,4.0002048,1.0005494
3922,goin’,2.00041,4.0002048
3923,/,3.0002768,2.00041
3924,dunno,1.001105,3.0002768
3925,stumped,3.0002701,1.001105
3926,respect,1.0007173,3.0002701
3927,blazing,2.0004475,1.0007173
3928,"proud,",2.0004054,2.0004475
3929,mistake.,4.0002376,2.0004054
3930,wizard?,1.000542,4.0002376
3931,Him?,1.0009687,1.000542
3932,clouted,1.001125,1.0009687
3933,bullied,1.0008257,1.001125
3934,Vernon;,1.0007862,1.0008257
3935,warty,1.0007484,1.0007862
3936,toads,2.000446,1.0007484
3937,lock,8.0001225,2.000446
3938,cupboard?,1.0011425,8.0001225
3939,defeated,1.0011331,1.0011425
3940,sorcerer,1.0007576,1.0011331
3941,kick,3.0003029,1.0007576
3942,football?,1.0011518,3.0003029
3943,"quietly,",5.0001906,1.0011518
3944,To,7.0001309,5.0001906
3945,“Not,10.0000925,7.0001309
3946,eh?,3.0002735,10.0000925
3947,happen,6.000167,3.0002735
3948,scared,9.000103,6.000167
3949,angry?”,2.0004138,9.000103
3950,fire.,9.0001071,2.0004138
3951,Now,12.0000804,9.0001071
3952,"he,",3.0003209,12.0000804
3953,chased,2.00049,3.0003209
3954,reach,2.0003884,2.00049
3955,dreading,2.0003636,2.0003884
3956,ridiculous,2.0003742,2.0003636
3957,"haircut,",1.0010182,2.0003742
3958,grow,1.0010152,1.0010182
3959,64,1.0008696,1.0010152
3960,"revenge,",1.0007124,1.0008696
3961,realizing,4.0002429,1.0007124
3962,it?,9.0001029,4.0002429
3963,Hadn’t,1.0009656,9.0001029
3964,"smiling,",4.0002199,1.0009656
3965,positively,1.0006016,4.0002199
3966,beaming,3.0003128,1.0006016
3967,“See?”,4.0002271,3.0003128
3968,"wait,",2.0004239,4.0002271
3969,fight.,1.0011977,2.0004239
3970,“Haven’t,1.0006107,1.0011977
3971,going?”,2.0004098,1.0006107
3972,hissed.,4.0002478,2.0004098
3973,grateful,3.0003218,4.0002478
3974,needs,6.0001442,3.0003218
3975,rubbish,1.0007102,6.0001442
3976,wands,6.0001657,1.0007102
3977,“If,18.0000546,6.0001657
3978,"go,",7.0001255,18.0000546
3979,Potter’s,6.0001493,7.0001255
3980,Hogwarts!,2.0004771,6.0001493
3981,mad.,1.001061,2.0004771
3982,name’s,3.0002951,1.001061
3983,born.,1.0008562,3.0002951
3984,He’s,8.0001237,1.0008562
3985,finest,1.0011967,8.0001237
3986,witchcraft,2.0004709,1.0011967
3987,wizardry,1.0005427,2.0004709
3988,Seven,3.0003307,1.0005427
3989,himself.,13.0000745,3.0003307
3990,youngsters,1.0005605,13.0000745
3991,"sort,",1.0007433,1.0005605
3992,"change,",2.0005062,1.0007433
3993,headmaster,1.0010108,2.0005062
3994,"had,",2.0003434,1.0010108
3995,Dumbled,1.0009629,2.0003434
3996,AM,1.0008748,1.0009629
3997,NOT,3.0003306,1.0008748
3998,PAYING,1.0009426,3.0003306
3999,FOR,1.0009524,1.0009426
4000,SOME,1.0007891,1.0009524
4001,CRACKPOT,1.0008827,1.0007891
4002,OLD,1.0009402,1.0008827
4003,FOOL,1.0009523,1.0009402
4004,TO,1.0008111,1.0009523
4005,TEACH,1.0008116,1.0008111
4006,HIM,1.0009654,1.0008116
4007,MAGIC,1.0009248,1.0009654
4008,TRICKS!”,1.0008108,1.0009248
4009,whirled,2.0004755,1.0008108
4010,“NEVER,1.0006258,2.0004755
4011,"thundered,",1.0006884,1.0006258
4012,“—,1.0005864,1.0006884
4013,INSULT,1.0009317,1.0005864
4014,IN,1.0009316,1.0009317
4015,FRONT,1.0009546,1.0009316
4016,ME!”,1.0009251,1.0009546
4017,swishing,3.0002957,1.0009251
4018,"firecracker,",1.0011957,3.0002957
4019,"squeal,",1.000561,1.0011957
4020,65,1.0008754,1.000561
4021,dancing,3.0002724,1.0008754
4022,spot,5.0001688,3.0002724
4023,clasped,2.0005067,5.0001688
4024,"bottom,",2.0004348,2.0005067
4025,howling,3.0003094,2.0004348
4026,pain.,1.0010538,3.0003094
4027,curly,1.0011418,1.0010538
4028,pig’s,1.000578,1.0011418
4029,poking,4.0002446,1.000578
4030,hole,8.0001156,4.0002446
4031,trousers.,2.0004431,8.0001156
4032,roared.,1.0007219,2.0004431
4033,Pulling,1.0007942,1.0007219
4034,cast,2.0004377,1.0007942
4035,terrified,4.0002185,2.0004377
4036,beard.,3.0003089,4.0002185
4037,“Shouldn’ta,1.0005779,3.0003089
4038,"temper,”",1.0006685,1.0005779
4039,"ruefully,",1.0007089,1.0006685
4040,Meant,1.000928,1.0007089
4041,"pig,",1.0005767,1.000928
4042,do.”,3.0002785,1.0005767
4043,eyebrows.,3.0002857,3.0002785
4044,“Be,5.0001934,3.0002857
4045,"Hogwarts,”",6.0001665,5.0001934
4046,er,6.0001486,6.0001665
4047,"magic,",3.0002639,6.0001486
4048,strictly,1.0005497,3.0002639
4049,speakin’.,1.0006952,1.0005497
4050,follow,12.0000769,1.0006952
4051,reasons,2.0003818,12.0000769
4052,keen,2.0003744,2.0003818
4053,aren’t,12.0000798,2.0003744
4054,magic?”,1.0010622,12.0000798
4055,meself,1.0010832,1.0010622
4056,"expelled,",6.0001535,1.0010832
4057,truth.,3.0003055,6.0001535
4058,third,12.0000778,3.0003055
4059,year.,3.0002607,12.0000778
4060,wand,41.0000262,3.0002607
4061,everything.,2.0003683,41.0000262
4062,gamekeeper.,2.0003685,2.0003683
4063,Dumbledore.”,2.0004509,2.0003685
4064,expelled?”,2.0003958,2.0004509
4065,we’ve,18.0000539,2.0003958
4066,"tomorrow,”",2.0004474,18.0000539
4067,“Gotta,1.0006067,2.0004474
4068,that.”,6.0001586,1.0006067
4069,66,1.0008719,6.0001586
4070,kip,1.001002,1.0008719
4071,wriggles,1.0005324,1.001002
4072,"bit,",4.000217,1.0005324
4073,dormice,1.0010934,4.000217
4074,pockets.”,2.0003411,1.0010934
4075,67,1.0008718,2.0003411
4076,DIAGON,1.0009605,1.0008718
4077,ALLY,1.0008749,1.0009605
4078,tight.,1.0006901,1.0008749
4079,"dream,”",1.0011109,1.0006901
4080,wizards.,5.0001833,1.0011109
4081,cupboard.”,1.0011426,5.0001833
4082,loud,11.0000851,1.0011426
4083,tapping,4.0002153,11.0000851
4084,sinking.,1.0006877,4.0002153
4085,dream.,2.0003634,1.0006877
4086,Tap.,3.0003177,2.0003634
4087,"mumbled,",1.0010607,3.0003177
4088,’s,32.0000325,1.0010607
4089,"sunlight,",1.0007223,32.0000325
4090,68,1.0008717,1.0007223
4091,rapping,1.000556,1.0008717
4092,claw,1.0008332,1.000556
4093,"window,",4.0002403,1.0008332
4094,beak.,1.0008516,4.0002403
4095,scrambled,5.0001776,1.0008516
4096,"feet,",14.0000679,5.0001776
4097,balloon,2.0004194,14.0000679
4098,swelling,1.0007297,2.0004194
4099,open.,14.0000709,1.0007297
4100,fluttered,4.0002049,14.0000709
4101,attack,2.0004213,4.0002049
4102,wave,3.0003005,2.0004213
4103,beak,1.0008519,3.0003005
4104,fiercely,1.0011918,1.0008519
4105,savaging,1.000755,1.0011918
4106,“Hagrid!”,4.0002279,1.000755
4107,“Pay,1.0006197,4.0002279
4108,grunted,5.0001704,1.0006197
4109,“What?”,8.0001151,5.0001704
4110,payin’,1.0005888,8.0001151
4111,deliverin’,1.0011336,1.0005888
4112,Look,6.000162,1.0011336
4113,bunches,1.0008252,6.000162
4114,"keys,",1.0009821,1.0008252
4115,slug,1.0006719,1.0009821
4116,"pellets,",1.000596,1.0006719
4117,"string,",1.0005582,1.000596
4118,peppermint,3.0002809,1.0005582
4119,"humbugs,",1.0010259,3.0002809
4120,teabags,1.0006431,1.0010259
4121,handful,2.0003611,1.0006431
4122,strange-looking,1.0005213,2.0003611
4123,coins.,2.0005073,1.0005213
4124,“Give,7.000135,2.0005073
4125,"Knuts,”",1.0009343,7.000135
4126,sleepily.,2.0003785,1.0009343
4127,“Knuts?”,1.0006031,2.0003785
4128,bronze,5.0001874,1.0006031
4129,ones.”,1.0010543,5.0001874
4130,"coins,",1.0011235,1.0010543
4131,money,11.0000887,1.0011235
4132,69,1.0008716,11.0000887
4133,pouch,1.0006003,1.0008716
4134,tied,2.0004356,1.0006003
4135,flew,11.0000863,2.0004356
4136,"loudly,",6.000158,11.0000863
4137,stretched.,1.0005543,6.000158
4138,“Best,1.0005093,1.0005543
4139,"off,",6.0001662,1.0005093
4140,school.”,4.0002414,6.0001662
4141,coins,2.0005072,4.0002414
4142,puncture.,1.0005254,2.0005072
4143,“Urn,1.0005919,1.0005254
4144,Hagrid?”,6.0001436,1.0005919
4145,“Mm?”,1.000628,6.0001436
4146,pay,4.0002387,1.000628
4147,learn,12.0000774,4.0002387
4148,magic.”,2.0003774,12.0000774
4149,worry,6.0001547,2.0003774
4150,“D’yeh,1.0005159,6.0001547
4151,anything?”,2.0004151,1.0005159
4152,destroyed,1.001097,2.0004151
4153,didn’,4.0002099,1.001097
4154,"Nah,",3.0003297,4.0002099
4155,Gringotts.,4.0002339,3.0003297
4156,Wizards’,1.0007702,4.0002339
4157,bank.,2.0004313,1.0007702
4158,Have,5.0001895,2.0004313
4159,"sausage,",1.0007549,5.0001895
4160,wouldn’,4.0002377,1.0007549
4161,teh,1.0006935,4.0002377
4162,"cake,",2.0004397,1.0006935
4163,neither.”,1.0010445,2.0004397
4164,“Wizards,1.0005941,1.0010445
4165,banks?”,1.0008491,1.0005941
4166,“Just,14.0000675,1.0008491
4167,Run,1.000793,14.0000675
4168,goblins.”,1.0011587,1.000793
4169,sausage,1.0007557,1.0011587
4170,holding.,1.0010301,1.0007557
4171,70,1.0008715,1.0010301
4172,“Goblins?”,1.0006059,1.0008715
4173,“Yeah,5.0001727,1.0006059
4174,yeh’d,3.0002618,5.0001727
4175,rob,5.0001982,3.0002618
4176,mess,3.0002517,5.0001982
4177,"goblins,",1.0011588,3.0002517
4178,Gringotts,13.0000731,1.0011588
4179,safest,2.0003557,13.0000731
4180,’cept,1.0005518,2.0003557
4181,Fer,1.0009569,1.0005518
4182,business.”,1.0008166,1.0009569
4183,proudly.,3.0002544,1.0008166
4184,Fetchin’,1.0009567,3.0002544
4185,see.,7.00013,1.0009567
4186,“Got,8.0001198,7.00013
4187,everythin’?,1.0011823,8.0001198
4188,followed,19.000051,1.0011823
4189,rock.,1.0007002,19.000051
4190,clear,3.0002855,1.0007002
4191,gleamed,1.0011674,3.0002855
4192,sunlight.,1.0007217,1.0011674
4193,boat,4.000219,1.0007217
4194,hired,1.0010324,4.000219
4195,bottom,5.0001915,1.0010324
4196,"asked,",8.000118,5.0001915
4197,"“Flew,”",1.0005211,8.000118
4198,“Flew?”,1.0005642,1.0005211
4199,Not,16.0000601,1.0005642
4200,s’pposed,2.0005003,16.0000601
4201,magic,23.0000426,2.0005003
4202,yeh.”,2.000478,23.0000426
4203,settled,1.0006582,2.000478
4204,"boat,",2.0004463,1.0006582
4205,flying.,1.0011844,2.0004463
4206,“Seems,1.0005799,1.0011844
4207,shame,1.0006544,1.0005799
4208,"row,",1.0007078,1.0006544
4209,"though,”",4.0002034,1.0007078
4210,giving,9.0001058,4.0002034
4211,looks.,1.001073,9.0001058
4212,speed,4.0002015,1.001073
4213,mentionin’,1.0010819,4.0002015
4214,Hogwarts?”,2.0004772,1.0010819
4215,“Of,6.0001449,2.0004772
4216,"not,”",3.0002761,6.0001449
4217,eager,2.0003597,3.0002761
4218,magic.,3.0002641,2.0003597
4219,71,1.0008714,3.0002641
4220,land.,1.0010046,1.0008714
4221,Gringotts?”,2.000477,1.0010046
4222,“Spells,1.0005665,2.000477
4223,"enchantments,”",1.0011803,1.0005665
4224,dragons,5.0001759,1.0011803
4225,guardin’,1.0010133,5.0001759
4226,high-security,1.0010283,1.0010133
4227,vaults.,2.0004301,1.0010283
4228,miles,5.0001803,2.0004301
4229,"London,",1.0009254,5.0001803
4230,Deep,1.0009588,1.0009254
4231,Yeh’d,1.0007617,1.0009588
4232,die,4.0002056,1.0007617
4233,hunger,1.0010254,4.0002056
4234,tryin’,1.0006547,1.0010254
4235,manage,4.0002485,1.0006547
4236,summat.”,1.0007242,4.0002485
4237,"newspaper,",2.0003396,1.0007242
4238,Daily,3.0002881,2.0003396
4239,Prophet,2.0004697,3.0002881
4240,alone,8.0001143,2.0004697
4241,"difficult,",1.0011016,8.0001143
4242,many,26.000038,1.0011016
4243,“Ministry,1.0006277,26.000038
4244,Magic,8.0001149,1.0006277
4245,messin’,1.0010866,8.0001149
4246,"usual,”",1.0007426,1.0010866
